X,Y,Target
0.0,2.901617549399053,0
0.014317673378076063,1.4682012056836253,0
0.028635346756152126,2.30946246436847,0
0.04295302013422819,0.7214380052252306,0
0.05727069351230425,1.6502312298856392,0
0.07158836689038031,0.5101210627218927,0
0.08590604026845639,0.8273494849812599,0
0.10022371364653244,-0.8284832848339632,0
0.1145413870246085,-1.0819641876887407,0
0.12885906040268458,2.150193084485596,0
0.14317673378076062,3.1922368946181914,0
0.1574944071588367,4.379653874724274,0
0.17181208053691277,1.8216655928432284,0
0.18612975391498882,3.0347481528280653,0
0.2004474272930649,1.066510703096399,0
0.21476510067114093,2.682430653298782,0
0.229082774049217,-0.510584170761011,0
0.24340044742729308,-0.7708653287150109,0
0.25771812080536916,3.788158146620338,0
0.2720357941834452,0.2727419132139277,0
0.28635346756152125,0.45860966584930574,0
0.30067114093959735,0.4496783458107383,0
0.3149888143176734,0.3012629030346752,0
0.32930648769574944,1.2962711968986083,0
0.34362416107382554,0.5980630527366985,0
0.3579418344519016,2.7884205536397424,0
0.37225950782997763,1.6440082851695346,0
0.3865771812080537,-0.49482889419542087,0
0.4008948545861298,0.9530647095631021,0
0.4152125279642058,0.7332394925935007,0
0.42953020134228187,1.4556379022827932,0
0.44384787472035797,1.1443449899452023,0
0.458165548098434,1.5758033538887004,0
0.47248322147651006,2.6673900504722945,0
0.48680089485458616,0.24414189439240563,0
0.5011185682326622,0.3701355125872927,0
0.5154362416107383,1.0269459108000807,0
0.5297539149888143,0.6495310611029775,0
0.5440715883668904,0.26204675019037826,0
0.5583892617449665,-1.760608618824418,0
0.5727069351230425,-0.19050608021379745,0
0.5870246085011186,0.782797378931436,0
0.6013422818791947,0.5657777139593853,0
0.6156599552572707,0.20458103220402268,0
0.6299776286353468,1.0082615750778983,0
0.6442953020134229,-0.21575836239881396,0
0.6586129753914989,2.187350496450302,0
0.672930648769575,0.9261418001962011,0
0.6872483221476511,3.467347520471641,0
0.7015659955257271,2.3925016451166257,0
0.7158836689038032,3.9764728834053162,0
0.7302013422818792,-0.6083655766199692,0
0.7445190156599553,3.1990118592457777,0
0.7588366890380314,2.1260672172751134,0
0.7731543624161074,2.7487495463572404,0
0.7874720357941835,3.4067839460666196,0
0.8017897091722596,3.1716243231330283,0
0.8161073825503355,1.3688654513907015,0
0.8304250559284116,2.023287306458031,0
0.8447427293064877,3.3859572729168064,0
0.8590604026845637,-0.2861752276540066,0
0.8733780760626398,1.100863301778288,0
0.8876957494407159,0.6565101306937745,0
0.9020134228187919,0.6208239127961295,0
0.916331096196868,2.2799701974908233,0
0.9306487695749441,1.9755475501639395,0
0.9449664429530201,1.0779595145766923,0
0.9592841163310962,0.9341683667845366,0
0.9736017897091723,1.137615226276833,0
0.9879194630872483,1.7842406695816124,0
1.0022371364653244,2.557165729086157,0
1.0165548098434005,0.7079694048772548,0
1.0308724832214766,1.6586209980253872,0
1.0451901565995525,1.7696222024721964,0
1.0595078299776286,-0.30238497920560636,0
1.0738255033557047,1.3825426250114587,0
1.0881431767337808,3.2514421500507265,0
1.102460850111857,1.7832924139532949,0
1.116778523489933,0.1693040743779679,0
1.1310961968680089,3.937969263433751,0
1.145413870246085,1.6438558389349749,0
1.159731543624161,0.4717745371009314,0
1.1740492170022372,0.8055688413367071,0
1.1883668903803133,0.8432306251241449,0
1.2026845637583894,-0.7680736938893651,0
1.2170022371364653,2.3951958861609715,0
1.2313199105145414,0.009549532326980525,0
1.2456375838926175,2.2453839002372624,0
1.2599552572706936,1.5192955951555607,0
1.2742729306487697,1.950085834661087,0
1.2885906040268458,-0.8237764154475853,0
1.3029082774049217,-1.919800049991435,0
1.3172259507829978,0.8600709015556468,0
1.3315436241610739,2.9288020164007165,0
1.34586129753915,1.830255734194516,0
1.360178970917226,2.3685854927456917,0
1.3744966442953022,0.4454569152580681,0
1.388814317673378,2.8942996966253753,0
1.4031319910514541,2.5980636608252006,0
1.4174496644295302,0.8316808650000215,0
1.4317673378076063,2.1853825537863814,0
1.4460850111856824,3.281063941163387,0
1.4604026845637583,1.5351855095447322,0
1.4747203579418344,1.0477177817775019,0
1.4890380313199105,1.976137922491564,0
1.5033557046979866,1.6620394422124363,0
1.5176733780760627,0.9287468757208509,0
1.5319910514541388,1.4202024764864576,0
1.5463087248322147,2.772322064585865,0
1.5606263982102908,1.2614353504161007,0
1.574944071588367,2.3931964498212572,0
1.589261744966443,2.4002555600780173,0
1.6035794183445191,2.149269093336729,0
1.6178970917225952,1.0721019880109344,0
1.632214765100671,1.6910102743541269,0
1.6465324384787472,3.5896735274960774,0
1.6608501118568233,2.6809963918606323,0
1.6751677852348994,2.62664170842883,0
1.6894854586129755,0.853054624892669,0
1.7038031319910516,2.986388870713694,0
1.7181208053691275,2.2578269987992963,0
1.7324384787472036,2.643738550940398,0
1.7467561521252797,1.586139582935624,0
1.7610738255033558,3.8300552830089174,0
1.7753914988814319,1.2448836976839248,0
1.789709172259508,2.2610756136511836,0
1.8040268456375839,2.5127816345140683,0
1.81834451901566,3.583813486454539,0
1.832662192393736,2.1968162377531635,0
1.8469798657718122,-0.3092517035789657,0
1.8612975391498883,4.078158997979415,0
1.8756152125279641,1.797037374158712,0
1.8899328859060402,1.0939760606489228,0
1.9042505592841164,2.421538379850312,0
1.9185682326621925,1.5299294707362021,0
1.9328859060402686,2.5202006299948705,0
1.9472035794183447,2.1945463228147046,0
1.9615212527964205,3.2394481135589714,0
1.9758389261744966,2.057839831308372,0
1.9901565995525727,2.6128649895346747,0
2.004474272930649,0.07574201456069307,0
2.018791946308725,2.289834870010585,0
2.033109619686801,1.5726320462863075,0
2.047427293064877,0.9388200783224294,0
