X,y
0.0,-8.433367648066284
0.10101010101010101,13.88880650528492
0.20202020202020202,0.1603016134469195
0.30303030303030304,-9.149950047647163
0.40404040404040403,13.337429286005142
0.5050505050505051,1.1809058857539667
0.6060606060606061,15.08622626791394
0.7070707070707071,7.161330282453667
0.8080808080808081,-6.030519198474472
0.9090909090909091,-4.849154462084289
1.0101010101010102,6.355291964734611
1.1111111111111112,14.61081572764558
1.2121212121212122,-4.4085303086463945
1.3131313131313131,-2.9877418880586246
1.4141414141414141,-12.807643143307578
1.5151515151515151,1.4165412782741371
1.6161616161616161,6.70585599193705
1.7171717171717171,5.423725483024444
1.8181818181818181,-1.5262856316347673
1.9191919191919191,-0.9967402197587898
2.0202020202020203,-6.869616503689719
2.121212121212121,10.55964762236017
2.2222222222222223,9.523295546784036
2.323232323232323,8.699179190590325
2.4242424242424243,-7.606415986414853
2.525252525252525,17.497013634921608
2.6262626262626263,14.988919445247252
2.727272727272727,-17.377362667845244
2.8282828282828283,-11.506259686559066
2.929292929292929,3.5251002017208712
3.0303030303030303,9.215862148176655
3.131313131313131,8.97366649162734
3.2323232323232323,-19.8279789622626
3.3333333333333335,4.078776962504913
3.4343434343434343,-3.2205631612543364
3.5353535353535355,9.027057223855692
3.6363636363636362,19.916059238318603
3.7373737373737375,14.357052509010867
3.8383838383838382,0.9055131894224608
3.9393939393939394,6.044831335241306
4.040404040404041,19.322103019463178
4.141414141414141,8.884451772738355
4.242424242424242,11.842335170747678
4.343434343434343,3.0439401962713024
4.444444444444445,5.808680747106045
4.545454545454545,-4.1068535759606775
4.646464646464646,23.712298728892293
4.747474747474747,23.430116629062937
4.848484848484849,20.81871296564666
4.94949494949495,3.6906242875304036
5.05050505050505,22.00204354605479
5.151515151515151,18.862776732772165
5.252525252525253,20.6462258586625
5.353535353535354,15.462244587800324
5.454545454545454,14.404293474951416
5.555555555555555,15.581062245052241
5.656565656565657,6.80290510366428
5.757575757575758,27.396817341321768
5.858585858585858,6.022649782170454
5.959595959595959,13.225005330374259
6.0606060606060606,9.241531985663832
6.161616161616162,5.6419348496318005
6.262626262626262,9.37463330508472
6.363636363636363,2.470845239335098
6.4646464646464645,33.29558930818718
6.565656565656566,6.109916380766537
6.666666666666667,13.154622422862623
6.767676767676767,15.431344724058158
6.8686868686868685,15.841642336260595
6.96969696969697,23.156851400904742
7.070707070707071,18.776282959898843
7.171717171717171,8.514821207122512
7.2727272727272725,11.848994904084405
7.373737373737374,1.5143105297854298
7.474747474747475,30.747860647000877
7.575757575757575,15.838102117683613
7.6767676767676765,20.709278303597433
7.777777777777778,12.209326922734887
7.878787878787879,33.69456843400209
7.979797979797979,23.033381806063794
8.080808080808081,4.759306278186173
8.181818181818182,12.04951418994914
8.282828282828282,19.359774049430637
8.383838383838384,12.496667544120825
8.484848484848484,13.92239776009864
8.585858585858587,30.48342186116188
8.686868686868687,17.082444046708954
8.787878787878787,24.109647065668465
8.88888888888889,12.812802776915513
8.98989898989899,14.444796249351782
9.09090909090909,24.502990343982496
9.191919191919192,22.516871703253827
9.292929292929292,13.94612495454308
9.393939393939394,33.10834122749966
9.494949494949495,27.117343557589578
9.595959595959595,23.65031050904866
9.696969696969697,13.6218448818328
9.797979797979798,9.91244815009069
9.8989898989899,19.959699124233673
10.0,26.099707824084028
